"Contract_ID","Project_ID","Project_Name","Ownership","Developer","Address","ZIP","Parcel_ID","Council_District","Unit_Type","Housing_Tenure","Development_Status","Total_Units","Affordable_Units","Total_ADA_Units","PSH_Units","MFI_20","MFI_30","MFI_40","MFI_50","MFI_60","MFI_65","MFI_70","MFI_80","MFI_100","MFI_120","Affordability_Start_Date","Affordability_Expiration_Date","Affordability_Period","FIL_Status","CAL_FIL","Date_FIL_Recorded","HDA","Private_Activity_Bonds","Affordability_Unlocked","SMART","Dev_Agreement","Density_Bonus","FIL","LIHTC","GO_Bonds_2006","GO_Bonds_2013","GO_Bonds_2018","GO_Bonds_2022","CDBG","CIP_Funds","HOME","HTF","Project_Connect","City_Subsidy","Longitude","Latitude"
"599","5383","Riverside ""Snoopy"" PUD","Stream Realty Partners LP","Stream Realty","401 S 1st Street","78704","0203000503","9","Non-Residential","Rental","Project Completed","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"12-30-3799","0","Paid","$1,456,932","12-05-2022",,"No","No","No","PUD Development Agreement",,"Yes",,,,,,,,,,,,"-97.749352","30.259236"
"834","5920","Springdale Green PUD","AUS SPRINGDALE LLC","Kimley-Horn","1011 and 1017 Springdale Rd","78721","0205170105","3","Non-Residential","Non-Residential","Project Completed","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"12-30-3799","0","Paid","$687,729","06-07-2024",,"No","No","No","PUD Development Agreement",,"Yes",,,,,,,,,,,,"-97.69459","30.26622"
"264","4674","Urbana East (Goodnight Ranch)","Bradsher Family Trust and MVE Ventures LTD","Momark Development LLC","9005 Alderman Drive","78747","0436030302","2","Single Family","Rental","Project Completed","56","0","0","0","0","0","0","0","0","0","0","0","0","0",,"12-30-3799","0",,,,,"No","No","Yes","PUD Development Agreement","PUD Density Bonus","No",,,,,,,,,,,,"-97.761491","30.152286"
"264","4675","Urbana West (Goodnight Ranch)","Bradsher Family Trust and MVE Ventures LTD","Momark Development LLC","9004 Alderman Drive","78747","0436030302","2","Single Family","Rental","Project Completed","14","0","0","0","0","0","0","0","0","0","0","0","0","0",,"12-30-3799","0",,,,,"No","No","Yes","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.762104","30.152715"
"264","4688","Nexus at Goodnight Ranch","Bradsher Family Trust and MVE Ventures LTD","Momark Development LLC","2001 E Slaughter Lane","78747","0439080522","2","Multifamily","Rental","Affordability Period Expired","294","0","0","0","0","0","0","0","0","0","0","0","0","0","03-15-2023","03-15-2023","0",,,,,"No","No","Yes","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.763814","30.151251"
"307","5381","Meritage Homes - SF - Section 1 (Pilot Knob PUD)","Carma Easton LLC","Carma Easton LLC","Multiple Addresses","78744","0332100625","2","Single Family","Ownership","Project Completed","263","149","0","0","0","0","0","0","0","0","0","149","0","0","12-16-2022","12-16-2023","1",,,,,"No","No","No","Municipal Utility District;PUD Development Agreement",,"No",,,,,,,,,,,,"-97.721746","30.163553"
"264","5397","Urbana Phase II (Goodnight Ranch)","Bradsher Family Trust and MVE Ventures LTD","Momark Development LLC","9005 Alderman Drive","78747","0436030302","2","Single Family","Rental","Project Completed","81","0","0","0","0","0","0","0","0","0","0","0","0","0",,"12-30-3799","0",,,,,"No","No","Yes","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.75987282","30.15319824"
"307","5509","Pacesetter Homes - SF - Section 2 (Pilot Knob PUD)","Carma Easton LLC","Carma Easton LLC","Multiple Addresses","78744","0332100625","2","Single Family","Ownership","Under Construction","97","0","0","0","0","0","0","0","0","0","0","0","0","0",,"12-30-3799","0",,,,,"No","No","No","Municipal Utility District;PUD Development Agreement",,"No",,,,,,,,,,,,"-97.721746","30.163553"
"264","5539","LDG - Moonlight","Bradsher Family Trust and MVE Ventures LTD","Momark Development LLC","5204 Charles Merle Dr","78744","0436010107","2","Multifamily","Rental","Under Construction","264","132","0","0","0","0","0","0","0","0","0","132","0","0",,"12-30-1939","40",,,,,"No","No","Yes","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.76153","30.15656"
"264","5562","EHT of Texas LP - SF-Phase 1-A Section 7 (Goodnight Ranch)","Bradsher Family Trust and MVE Ventures LTD","Momark Development LLC","Multiple Addresses","78747","0","2","Single Family","Ownership","Project Completed","51","0","0","0","0","0","0","0","0","0","0","0","0","0",,"12-30-3799","0",,,,,"No","No","Yes","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.76102269","30.15446343"
"321","5815","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12703 Bloomington Drive Unit 139","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","09-15-2022","09-15-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5846","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12704 Bloomington Drive Unit 143","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-17-2022","06-17-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5847","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12713 Bloomington Drive Unit 135","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-10-2022","06-10-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5848","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12719 Bloomington Drive Unit 132","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","01-06-2022","01-06-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5849","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12725 Bloomington Drive Unit 129","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-11-2022","08-11-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5850","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12807 Bloomington Drive Unit 124","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-17-2022","06-17-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5852","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12902 Bloomington Drive Unit 115","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-25-2022","08-25-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5854","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12907 Bloomington Drive Unit 119","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","10-04-2022","10-04-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5857","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","13001 Bloomington Drive Unit 59","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","12-22-2022","12-22-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5858","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","13007 Bloomington Drive Unit 56","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","12-12-2022","12-12-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5859","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","13012 Bloomington Drive Unit 45","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","05-31-2023","05-31-2063","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5860","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","906 Pittsburgh Drive Unit 105","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","11-21-2022","11-21-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5861","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","920 Pittsburgh Drive Unit 99","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","01-02-2022","01-02-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5862","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","923 Pittsburgh Drive Unit 160","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","10-18-2022","10-18-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5863","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","1006 Pittsburgh Drive Unit 89","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-04-2022","08-04-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5866","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12615 Standford Drive Unit 85","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","12-29-2021","12-29-2061","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5867","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12619 Stanford Drive Unit 83","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-29-2022","03-29-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5868","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12800 Stanford Drive Unit 20","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","11-21-2022","11-21-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5869","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12806 Stanford Drive Unit 23","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","09-27-2022","09-27-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5870","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12814 Stanford Drive Unit 27","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","11-18-2022","11-18-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5871","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","12910 Stanford Drive Unit 35","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","01-17-2023","01-17-2063","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5872","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","13000 Stanford Drive Unit 39","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-16-2023","02-16-2063","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"321","5873","Hills at Estancia Condominiums (MI Homes)","SLF III Onion Creek LP","Estancia Villas LLC","13006 Stanford Drive Unit 42","78748","0449151301","5","Single Family","Ownership","Project Completed","1","1","0","0","0","0","0","0","0","0","0","1","0","0","11-21-2022","11-21-2062","40",,,,,"No","No","No","PUD Development Agreement",,"No",,,,,,,,,,,,"-97.8105378","30.118147"
"170","3551","Texan West Campus","American Campus Communities","Cobalt Partners Ltd.","2616 Salado Street","78705","0215020116","9","Multifamily","Rental","Affordability Period Expired","62","6","0","0","0","0","0","0","0","0","0","6","0","0","09-02-2005","09-02-2021","16","Paid","$37,824","06-19-2005",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.745587","30.292265"
"171","3552","Quarters at Sterling","West Campus Partners III LP","Simmons Vedder & Company","709 W 22nd Street","78705","0212010901","9","Multifamily","Rental","Affordability Period Expired","100","10","0","0","0","0","0","0","0","0","0","10","0","0","08-15-2006","08-15-2021","15","Paid","$45,692","06-19-2005",,"No","No","No",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74596439606","30.28498621222"
"172","3553","Rio West Student Living","WCSH L.P.","DMC & Sterling University Mgmnt","2704 Rio Grande Street","78705","0215020323","9","Multifamily","Rental","Affordability Period Expired","76","8","0","0","0","0","0","0","0","0","0","8","0","0","08-10-2006","08-10-2021","15","Paid","$57,766","07-24-2006",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74454388","30.29296103"
"173","3554","Quarters at Cameron","West Campus Partners III LP","Simmons Vedder & Company","2707 Rio Grande Street","78705","0212010901","9","Multifamily","Rental","Affordability Period Expired","64","6","0","0","0","0","0","0","0","0","0","6","0","0","07-28-2006","07-28-2021","15","Paid","$29,988","08-01-2006",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74391416957","30.29239273635"
"174","3555","Quarters at Montgomery","West Campus Partners III LP","Simmons Vedder & Company","2700 Nueces Street","78705","0212010901","9","Multifamily","Rental","Affordability Period Expired","88","9","0","0","0","0","0","0","0","0","0","9","0","0","11-07-2008","11-07-2023","15","Paid","$40,925","08-01-2006",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74320661525","30.29207040031"
"175","3556","Texan Tower","2505 San Gabriel Ltd.","2505 San Gabriel Ltd.","2505 San Gabriel Street","78705","0214012301","9","Multifamily","Rental","Affordability Released","74","7","0","0","0","0","0","0","0","0","0","7","0","0","11-12-2008","11-12-2024","16","Paid","$37,964","03-09-2007",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74739903","30.2901088"
"176","3557","Block at Pearl - North","Pearl Block L.P. & Delaware Ltd. Partnership","Pearl Block L.P. & Delware Ltd. Partnership","901 W 22nd Street","78705","0212010606","9","Multifamily","Rental","Affordability Period Expired","47","5","0","0","0","0","0","0","0","0","0","5","0","0","12-19-2008","12-19-2023","15","Paid","$22,256","08-15-2007",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74663415","30.28606359"
"177","3558","Block on Pearl South","Pearl Block L.P. & Delaware Ltd. Partnership","Pearl Block L.P. & Delware Ltd. Partnership","900 W 22nd Street","78705","0212010606","9","Multifamily","Rental","Affordability Period Expired","49","5","0","0","0","0","0","0","0","0","0","5","0","0","12-17-2008","12-17-2023","15","Paid","$22,948","08-15-2008",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74670947","30.28562987"
"178","3559","Block on 28th","CWS Capital Partners LLC","CWS Capital Partners LLC","701 W 28th Street","78705","0215020314","9","Multifamily","Rental","Affordability Period Expired","100","10","0","0","0","0","0","0","0","0","0","10","0","0","11-06-2008","11-06-2023","15","Paid","$48,450","08-15-2007",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74463321","30.29327736"
"179","3560","Texan Shoal Creek","Texan Shoal Creek LLC","Texan Shoal Creek LLC","2502 Leon Street","78705","0214001601","9","Multifamily","Rental","Affordability Released","79","8","0","0","0","0","0","0","0","0","0","8","0","0","12-31-2008","12-31-2024","16","Paid","$36,407","05-15-2008",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74945961","30.28985058"
"180","3561","Texan at Pearl","Texan Properties LLC","Texan Properties LLC","2515 Pearl Street","78705","0214010233","9","Multifamily","Rental","Affordability Released","81","8","0","0","0","0","0","0","0","0","0","8","0","0","10-15-2008","10-15-2024","16","Paid","$34,418","08-01-2008",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74625073","30.29064945"
"181","3562","Quarters at Grayson","Simmons Vedder & Company","Simmons Vedder & Company","714 W 22nd Street","78705","0212010216","9","Multifamily","Rental","Affordability Period Expired","100","10","0","0","0","0","0","0","0","0","0","10","0","0","10-23-2008","10-23-2023","15","Paid","$47,890","08-05-2008",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74630853","30.28550747"
"182","3563","Quarters at Nueces House","Simmons Vedder & Company","Simmons Vedder & Company","2300 Nueces Street","78705","0212010216","9","Multifamily","Rental","Affordability Period Expired","232","23","0","0","0","0","0","0","0","0","0","23","0","0","10-28-2008","10-28-2023","15","Paid","$111,106","08-05-2008",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74390448","30.28679177"
"183","3564","Karnes House (fka University Garden Apartments)","Simmons Vedder & Company","Simmons Vedder & Company","2222 Rio Grande Street","78705","0212010216","9","Multifamily","Rental","Affordability Period Expired","12","1","0","0","0","0","0","0","0","0","0","1","0","0","11-17-2008","11-17-2023","15","Paid","$5,746","08-05-2008",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74501122","30.28685336"
"184","3565","26 West (fka Jefferson at West Campus)","JPI Development Services","JPI Development Services","600 W 26th Street","78705","0215020501","9","Multifamily","Rental","Affordability Period Expired","364","36","0","0","0","0","0","0","0","0","0","36","0","0","10-09-2008","10-09-2024","16","Paid","$57,766","07-24-2006",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74346368","30.29111022"
"186","3567","Block on 25th West","CWS Capital Partners LLC","CWS Capital Partners LLC","2501 Pearl Street","78705","0214010224","9","Multifamily","Rental","Affordability Period Expired","80","8","0","0","0","0","0","0","0","0","0","8","0","0","10-10-2008","10-10-2023","15","Paid","$38,896","08-15-2008",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.7462254","30.28958455"
"187","3568","Block on 25th East","CWS Capital Partners LLC","CWS Capital Partners LLC","702 W 25th Street","78705","0214010224","9","Multifamily","Rental","Affordability Period Expired","87","9","0","0","0","0","0","0","0","0","0","9","0","0","10-17-2008","10-17-2023","15","Paid","$58,345","08-15-2008",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74515909","30.28957953"
"189","3570","Block on 23rd","CWS Apartment Homes LLC","CWS Apartment Homes","2222 Pearl Street","78705","0212010106","9","Multifamily","Rental","Affordability Period Expired","99","10","0","0","0","0","0","0","0","0","0","10","0","0","10-10-2008","10-10-2023","15","Paid","$45,940","08-20-2008",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74671373","30.28706135"
"190","3571","Galileo","Udorn Thani Land Development LLC","Udorn Thani Land Development LLC","910 W 25th Street","78705","0214012401","9","Multifamily","Rental","Affordability Period Expired","47","5","0","0","0","0","0","0","0","0","0","5","0","0","10-22-2008","10-22-2023","15","Paid","$29,390","08-20-2008",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74734934","30.28963999"
"191","3572","21 Rio","2101 Rio Grande Property Owner LLC","2101 Rio Grande Property Owner LLC","2101 Rio Grande Street","78705","0212011006","9","Multifamily","Rental","Affordability Period Expired","299","30","0","0","0","0","0","0","30","0","0","0","0","0","08-28-2009","08-28-2024","15","Paid","$78,333","10-01-2009",,"No","No","Yes",,"UNO - 2014 Bedroom Opt-In","Yes",,,,,,,,,,,,"-97.74474277","30.2842162"
"192","3573","Vintage","22 1/2 Street Partners LP","22 1/2 Street Partners","904 W 22nd Street","78705","0212010608","9","Multifamily","Rental","Affordability Period Expired","62","6","0","0","0","0","0","0","0","0","0","6","0","0","08-14-2009","08-14-2025","16","Paid","$26,860","10-01-2009",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74701685","30.28561668"
"193","3574","Grand Marc at 26th","PPC Land Ventures Inc.","PPC Land Ventures Inc.","510 W 26th Street","78705","0215020701","9","Multifamily","Rental","Project Completed","138","14","0","0","0","0","0","0","0","0","0","14","0","0","01-18-2013","01-18-2028","15","Paid","$54,638","06-21-2012",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74257135","30.29099868"
"194","3575","2608 Salado Multifamily","Kline Ventures LP","Kline Ventures LP","2608 Salado Street","78705","0215020113","9","Multifamily","Rental","Affordability Released","7","1","0","0","0","0","0","0","0","0","0","1","0","0","08-31-2011","08-31-2026","15","Paid","$6,447","06-08-2012",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74552828","30.29161949"
"195","3576","Ellora Apartments","ECO Properties LLC","ECO Properties LLC","908 W 21st Street","78705","0212010808","9","Multifamily","Rental","Project Completed","23","2","0","0","0","0","0","0","2","0","0","0","0","0","12-13-2012","12-13-2027","15","Paid","$4,454","06-26-2012",,"No","No","Yes",,"UNO - 2014 Bedroom Opt-In","Yes",,,,,,,,,,,,"-97.74746589","30.28498076"
"196","3577","2401 Longview","24th & Longview LLC","24th & Longview LLC","2401 Longview Street","78705","0214001206","9","Multifamily","Rental","Project Completed","70","7","0","0","0","0","0","0","0","0","0","7","0","0","11-30-2012","11-30-2028","16","Paid","$31,401","01-07-2013",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.75048641","30.28868985"
"198","3579","San Pedro Flats","Mantra Holdings LLC","2708 San Pedro LLC","2708 San Pedro Street","78705","0216011001","9","Multifamily","Rental","Project Completed","10","1","0","0","0","0","0","0","0","0","0","1","0","0","02-05-2014","02-05-2029","15","Paid","$6,829","03-04-2014",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74598714","30.29315244"
"199","3580","Twenty Two 15 (fka Quarters at Bandera House)","West Campus Partners III LP","West Campus Partners III LP","2215 Rio Grande Street","78705","0212010345","9","Multifamily","Rental","Project Completed","155","16","0","0","0","0","0","0","0","0","0","16","0","0","01-31-2014","01-31-2030","16","Paid","$60,209","06-26-2012",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74461305","30.28645112"
"202","3583","Callaway House Austin","ACC OP (West Campus) LLC","ACC OP (West Campus) LLC","505 W 22nd Street","78705","0212013401","9","Multifamily","Rental","Project Completed","219","22","0","0","0","0","0","0","0","0","0","22","0","0","09-17-2013","09-17-2029","16","Paid","$87,795","05-24-2013",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74342091","30.28494112"
"203","3584","Regents at 26th","West Campus 26th L.P.","West Campus 26th L.P.","900 W 26th Street","78705","0214000710","9","Multifamily","Rental","Project Completed","139","14","0","0","0","0","0","0","0","0","0","14","0","0","10-25-2013","10-25-2028","15","Paid","$66,084","07-03-2013",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74649449","30.29099695"
"204","3585","Regents at 24th","Regents West 2th LP","Regents West 24th LP","2401 San Gabriel Street","78705","0214010703","9","Multifamily","Rental","Project Completed","93","9","0","0","0","0","0","0","0","0","0","9","0","0","12-29-2014","12-29-2029","15","Paid","$49,732","07-15-2014",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74745612","30.28842124"
"205","3586","Villas on 26th","Villas on 26th Street LP","Villas on 26th Street LP","800 W 26th Street","78705","0215020101","9","Multifamily","Rental","Project Completed","49","5","0","0","0","0","0","0","0","0","0","5","0","0","03-05-2015","03-05-2030","15","Paid","$39,422","12-11-2014",,"No","No","Yes",,"University Neighborhood Overlay - By The Unit (Pre-2014)","Yes",,,,,,,,,,,,"-97.74556505","30.2909574"
"206","3587","Texan 26th","Texan Properties LLC","Texan Properties LLC","1009 W 26th Street","78705","0214000911","9","Multifamily","Rental","Project Completed","206","21","0","0","0","0","0","0","21","0","0","0","0","0","11-03-2015","11-03-2030","15","Paid","$36,076","11-04-2014",,"No","No","Yes",,"UNO - 2014 Bedroom Opt-In","Yes",,,,,,,,,,,,"-97.7481753","30.29058927"
"211","3592","UH 2100","US 2100 San Antonio LLC","UH 2100 San Antonio LLC","2100 San Antonio Street","78705","0212013601","9","Multifamily","Rental","Project Completed","504","50","0","0","0","0","0","0","50","0","0","0","0","0","02-15-2017","02-15-2058","41","Paid","$185,085","05-16-2016",,"No","No","Yes",,"UNO - 2014 Bedroom Opt-In","Yes",,,,,,,,,,,,"-97.74312525","30.28418536"
"212","3593","Skyloft","23 Nueces LLC","23 Nueces LLC","507 W 23rd Street","78705","0212010412","9","Multifamily","Rental","Project Completed","677","68","0","0","0","0","0","0","68","0","0","0","0","0","08-14-2018","08-14-2058","40","Paid","$216,931","07-19-2018",,"No","No","Yes",,"UNO - Post-2014","Yes",,,,,,,,,,,,"-97.743507","30.286358"
"213","3594","Texas Alpha House","Texas Alpha House of Phi Kappa Psi Fraternity","Texas Alpha House of Phi Kappa Psi Fraternity","2501 Nueces Street","78705","0214010523","9","Multifamily","Rental","Project Completed","17","2","0","0","0","0","0","0","2","0","0","0","0","0","06-29-2017","06-29-2057","40","Paid","$4,362","05-10-2017",,"No","No","Yes",,"UNO - Post-2014","Yes",,,,,,,,,,,,"-97.74277481","30.28932076"
"214","3595","Villas on San Gabriel II","2410 San Gabriel LP","2410 San Gabriel LP","2414 San Gabriel Street","78705","0214001334","9","Multifamily","Rental","Project Completed","92","9","0","0","0","0","0","0","9","0","0","0","0","0","07-30-2018","07-30-2058","40","Paid","$174,596","05-31-2018",,"No","No","Yes",,"UNO - Post-2014","Yes",,,,,,,,,,,,"-97.748126","30.289187"
