"Contract_ID","Project_ID","Project_Name","Ownership","Developer","Address","ZIP","Parcel_ID","Council_District","Unit_Type","Housing_Tenure","Development_Status","Total_Units","Affordable_Units","Total_ADA_Units","PSH_Units","MFI_20","MFI_30","MFI_40","MFI_50","MFI_60","MFI_65","MFI_70","MFI_80","MFI_100","MFI_120","Affordability_Start_Date","Affordability_Expiration_Date","Affordability_Period","FIL_Status","CAL_FIL","Date_FIL_Recorded","HDA","Private_Activity_Bonds","Affordability_Unlocked","SMART","Dev_Agreement","Density_Bonus","FIL","LIHTC","GO_Bonds_2006","GO_Bonds_2013","GO_Bonds_2018","GO_Bonds_2022","CDBG","CIP_Funds","HOME","HTF","Project_Connect","City_Subsidy","Longitude","Latitude"
"347","4053","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4003 Briones Street","78723","0215162826","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-06-2015","08-06-2016","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69650269","30.29220009"
"347","4054","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4001 Briones Street","78723","0215162827","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-10-2015","08-10-2016","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69660187","30.29220009"
"347","4055","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4019 Briones Street","78723","0215162809","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-14-2015","08-14-2016","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69660187","30.29249954"
"347","4056","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4017 Briones Street","78723","0215162810","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-13-2015","08-13-2016","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69650269","30.29249954"
"347","4057","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4015 Briones Street","78723","0215162810","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-14-2015","08-14-2016","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69650269","30.29249954"
"347","4058","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4010 Teaff Street","78723","0215162815","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-09-2016","03-09-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69609833","30.29249954"
"347","4059","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4012 Teaff Street","78723","0215162815","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","04-26-2016","04-26-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69609833","30.29249954"
"347","4060","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4014 Teaff Street","78723","0215162817","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-22-2016","03-22-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69599915","30.29249954"
"347","4061","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2901 Zach Scott Street","78723","0217162338","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-24-2016","02-24-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69619751","30.29430008"
"347","4062","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2800 Moreno Street","78723","0217162330","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-23-2016","03-23-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69619751","30.29380035"
"347","4063","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2802 Moreno Street","78723","0217162332","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-15-2016","03-15-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69619751","30.29389954"
"347","4064","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2804 Moreno Street","78723","0217162332","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-15-2016","03-15-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69619751","30.29389954"
"347","4065","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2905 Zach Scott Street","78723","0217162336","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-23-2016","02-23-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69619751","30.29420009"
"347","4066","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2903 Zach Scott Street","78723","0217162338","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-24-2016","02-24-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69619751","30.29430008"
"347","4067","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2919 Zach Scott Street","78723","0217162340","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","01-15-2016","01-15-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69589996","30.29430008"
"347","4068","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2917 Zach Scott Street","78723","0217162340","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","01-26-2016","01-26-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69589996","30.29430008"
"347","4069","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2915 Zach Scott Street","78723","0217162342","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","01-13-2016","01-13-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69589996","30.2942009"
"347","4070","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2810 Moreno Street","78723","0217162346","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","04-29-2016","04-29-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69589996","30.29389954"
"347","4071","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2812 Moreno Street","78723","0217162346","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","04-08-2016","04-08-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69589996","30.29389954"
"347","4072","David Weekley - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2814 Moreno Street","78723","0217162348","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","04-22-2016","04-22-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69589996","30.29380035"
"347","4073","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2700 Moreno Street","78723","0217162311","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-31-2016","03-31-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69680023","30.29380035"
"347","4074","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2702 Moreno Street","78723","0217162311","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-31-2016","03-31-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69680023","30.29380035"
"347","4075","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2704 Moreno Street","78723","0217162320","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-28-2016","03-28-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69680023","30.29389954"
"347","4076","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2805 Zach Scott Street","78723","0217162318","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-29-2016","03-29-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69680023","30.2942009"
"347","4077","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2803 Zach Scott Street","78723","0217162318","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-29-2016","03-29-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69680023","30.2942009"
"347","4078","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2801 Zach Scott Street","78723","0217162319","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-30-2016","03-30-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69680023","30.29430008"
"347","4079","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2819 Zach Scott Street","78723","0217162321","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-30-2016","03-30-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69650269","30.29430008"
"347","4080","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2817 Zach Scott Street","78723","0217162323","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-30-2016","03-30-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.69650269","30.2942009"
"347","4081","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2710 Moreno Street","78723","0217181425","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-29-2016","03-29-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.694035","30.29389954"
"347","4082","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2712 Moreno Street","78723","0217162327","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-28-2016","03-28-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.6964035","30.29389954"
"347","4083","Standard Pacific - SF - Section 7 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2714 Moreno Street","78723","0217162329","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-30-2016","03-30-2017","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.6964035","30.29380035"
"347","4084","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1940 Littlefield Street","78723","0217130719","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","07-15-2008","07-15-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70549774","30.29369926"
"347","4085","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1928 Littlefield Street","78723","0217130722","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","07-28-2008","07-28-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.7059021","30.29369926"
"347","4086","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1920 Littlefield Street","78723","0217130724","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","07-31-2008","07-31-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70610046","30.29369926"
"347","4087","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1912 Littlefield Street","78723","0217130727","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-15-2008","08-15-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70639801","30.29369926"
"347","4088","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2012 McCloskey Street","78723","0215130203","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","04-17-2008","04-17-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70459747","30.29299927"
"347","4089","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2004 McCloskey Street","78723","0215130204","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","04-17-2008","04-17-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70480347","30.29299927"
"347","4090","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4109 Scales Street","78723","0215130307","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-14-2008","08-14-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70410156","30.29319954"
"347","4091","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4117 Scales Steet","78723","0217130901","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","08-28-2008","08-28-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70410156","30.29339981"
"347","4092","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4125 Scales Street","78723","0217130903","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","09-19-2008","09-19-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70410156","30.29360008"
"347","4093","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4133 Scales Street","78723","0217130905","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","12-02-2008","12-02-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70410156","30.29380035"
"347","4094","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1909 Littlefield Street","78723","0215130105","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-15-2008","02-15-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70649719","30.29330063"
"347","4095","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1921 Littlefield Street","78723","0215130109","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-31-2008","03-31-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70610046","30.29330063"
"347","4096","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1933 Littlefield Street","78723","0215130112","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-27-2008","02-27-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70570374","30.29330063"
"347","4097","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4112 Camacho Street","78723","0215130114","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-19-2008","02-19-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70529938","30.29330063"
"347","4098","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","4104 Camacho Street","78723","0215130117","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-27-2008","02-27-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70529938","30.29299927"
"347","4100","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1936 McClosky Street","78723","0215130119","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-25-2008","02-25-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70559692","30.29290009"
"347","4101","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1920 McClosky Street","78723","0215130124","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-26-2008","02-26-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70610046","30.29290009"
"347","4102","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1908 McClosky Street","78723","0215130126","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","02-29-2008","03-01-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70639801","30.29290009"
"347","4103","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1909 McClosky Street","78723","0215130506","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-10-2008","03-10-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70639801","30.29260063"
"347","4104","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1921 McCloskey Street","78723","0215130509","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","04-10-2008","04-10-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70660013","30.29260063"
"347","4105","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1929 McCloskey Street","78723","0215130511","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-13-2008","03-13-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70580292","30.29260063"
"347","4106","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","1937 McCloskey Street","78723","0215130513","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-14-2008","03-14-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70559692","30.29260063"
"347","4107","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","3921 Sahm Street","78723","0215130513","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","03-20-2008","03-20-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70559692","30.29260063"
"347","4108","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","3933 Sahm Street","78723","0215131013","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","04-14-2008","04-14-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70400238","30.29120064"
"347","4109","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","3932 Cal Rodgers Street","78723","0215131016","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","05-02-2008","05-02-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70359802","30.29120064"
"347","4110","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","3920 Cal Rodgers Street","78723","0215131019","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","04-29-2008","04-29-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70359802","30.29089928"
"347","4111","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","3912 Cal Rodgers Street","78723","0215131021","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","09-30-2008","09-30-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70359802","30.29070091"
"347","4112","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","3908 Cal Rodgers Street","78723","0215131022","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","10-21-2008","10-21-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70359802","30.29059982"
"347","4113","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","3813 Cal Rodgers Street","78723","0215160504","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-16-2008","06-16-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70320129","30.29030037"
"347","4114","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","3909 Cal Rodgers Street","78723","0215160507","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-16-2008","06-16-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70320129","30.29059982"
"347","4115","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","3921 Cal Rodgers Street","78723","0215160510","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-05-2008","06-05-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70320129","30.29089928"
"347","4116","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2028 Zach Scott Street","78723","0217130509","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-27-2008","06-27-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70449829","30.29439926"
"347","4117","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2024 Zach Scott Street","78723","0217130509","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","09-15-2008","09-15-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70449829","30.29439926"
"347","4118","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2020 Zach Scott Street","78723","0217130510","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-30-2008","06-30-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70459747","30.29439926"
"347","4119","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2016 Zach Scott Street","78723","0217130511","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-27-2008","06-27-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70469666","30.29439926"
"347","4120","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2012 Zach Scott Street","78723","0217130513","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-25-2008","06-25-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70480347","30.29439926"
"347","4121","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2008 Zach Scott Street","78723","0217130513","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-23-2008","06-23-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70480347","30.29439926"
"347","4122","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2004 Zach Scott Street","78723","0217130514","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","06-23-2008","06-23-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70490265","30.29439926"
"347","4123","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2000 Zach Scott Street","78723","0217130515","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","10-15-2009","10-15-2010","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70500183","30.29439926"
"347","4124","David Weekley - SF - Section 4 (RMMA MDA)","Catellus Austin LLC","Catellus Austin LLC","2132 Zach Scott Street","78723","0217160306","9","Single Family","Ownership","Affordability Period Expired","1","1","0","0","0","0","0","0","0","0","0","1","0","0","09-19-2008","09-19-2009","1",,,,,"No","No","Yes","Master Development Agreement",,"No",,,,,,,,,,,,"-97.70290375","30.29439926"
